Accident_Index,Vehicle_Reference,Vehicle_Type,Age_of_Vehicle,Engine_Capacity,Age_of_Driver,Sex_of_Driver
A022701,1,19,2008,1400,67,2
A022702,1,7,2023,1000,22,1
A022703,1,1,2022,1600,44,2
A022704,1,10,2006,2500,18,1
A022705,1,2,2012,2000,52,2
A022706,1,11,2015,1000,54,1
A022707,1,5,2013,1600,45,2
A022708,1,10,2015,1000,30,2
A022709,1,18,2020,1400,67,2
A022710,1,4,2006,2000,43,2
A022711,1,12,2009,1000,69,1
A022712,1,2,2010,1000,68,2
A022713,1,11,2005,2500,72,1
A022714,1,8,2023,1600,29,1
A022715,1,18,2016,2500,36,1
A022716,1,15,2014,1000,60,1
A022717,1,9,2022,1400,60,2
A022718,1,19,2007,1600,19,2
A022719,1,3,2012,1400,55,1
A022720,1,10,2013,2500,78,2
A022721,1,6,2007,2000,78,2
A022722,1,14,2018,2000,74,1
A022723,1,17,2015,1600,43,1
A022724,1,13,2012,2000,47,2
A022725,1,11,2020,1600,74,1
A022726,1,12,2012,1000,28,1
A022727,1,10,2021,1400,23,2
A022728,1,5,2004,1000,68,1
A022729,1,3,2018,1400,38,2
A022730,1,17,2007,1000,49,2
A022731,1,1,2016,1400,78,1
A022732,1,3,2010,1600,58,1
A022733,1,20,2021,1600,71,2
A022734,1,16,2021,1400,48,1
A022735,1,4,2016,2000,40,2
A022736,1,12,2007,2000,50,1
A022737,1,15,2008,2000,27,1
A022738,1,2,2021,1400,60,1
A022739,1,4,2020,1600,51,2
A022740,1,2,2018,1600,77,1
A022741,1,18,2020,2000,24,2
A022742,1,13,2006,1600,30,2
A022743,1,6,2013,1600,54,1
A022744,1,7,2009,1600,48,1
A022745,1,16,2008,1600,34,2
A022746,1,13,2012,2500,57,1
A022747,1,7,2005,2500,62,2
A022748,1,20,2006,1400,80,2
A022749,1,18,2019,2500,40,1
A022750,1,16,2005,2000,48,1
A022751,1,18,2010,1600,76,2
A022752,1,16,2022,1400,18,2
A022753,1,18,2006,2500,54,2
A022754,1,20,2016,2500,34,1
A022755,1,13,2007,1000,51,2
A022756,1,1,2011,1400,77,1
A022757,1,10,2012,1600,30,2
A022758,1,18,2017,1400,65,2
A022759,1,17,2012,1000,32,1
A022760,1,14,2008,1600,79,2
A022761,1,7,2014,1400,72,1
A022762,1,2,2012,2000,65,2
A022763,1,16,2020,1400,69,2
A022764,1,12,2019,2000,21,1
A022765,1,20,2011,2000,23,1
A022766,1,7,2022,1600,19,1
A022767,1,9,2004,2000,39,2
A022768,1,5,2016,2000,26,2
A022769,1,12,2008,1600,45,2
A022770,1,4,2013,1400,61,2
A022771,1,9,2009,2000,45,1
A022772,1,14,2017,2000,58,1
A022773,1,17,2004,2500,41,1
A022774,1,19,2023,2500,49,1
A022775,1,8,2013,2500,33,1
A022776,1,4,2012,1400,34,1
A022777,1,6,2015,1000,27,2
A022778,1,18,2007,2500,31,1
A022779,1,20,2004,1600,37,2
A022780,1,2,2019,1600,59,1
A022781,1,10,2013,1000,61,2
A022782,1,18,2016,1400,57,1
A022783,1,4,2014,1600,45,1
A022784,1,16,2022,1600,57,1
A022785,1,10,2017,1000,43,2
A022786,1,15,2016,1000,25,2
A022787,1,3,2008,2500,53,2
A022788,1,20,2010,2500,64,2
A022789,1,17,2012,2500,41,2
A022790,1,17,2018,1000,72,2
A022791,1,2,2007,2000,58,1
A022792,1,5,2019,2000,24,1
A022793,1,18,2020,1600,41,2
A022794,1,17,2022,2500,29,1
A022795,1,13,2004,1400,70,1
A022796,1,11,2009,2500,50,1
A022797,1,20,2013,1600,43,1
A022798,1,3,2022,1600,23,1
A022799,1,3,2020,1400,50,1
A022800,1,7,2017,1000,41,1
A022801,1,8,2014,2000,21,1
A022802,1,5,2010,2500,27,1
A022803,1,20,2010,1600,31,1
A022804,1,12,2016,1000,29,2
A022805,1,20,2006,2000,32,2
A022806,1,1,2004,1600,66,1
A022807,1,10,2014,2500,45,1
A022808,1,3,2014,2000,49,2
A022809,1,12,2006,1600,30,2
A022810,1,13,2011,1600,43,2
A022811,1,15,2023,2500,25,2
A022812,1,9,2010,1400,58,2
A022813,1,1,2023,2000,31,2
A022814,1,20,2011,1600,58,2
A022815,1,20,2013,1400,45,1
A022816,1,11,2008,2500,40,2
A022817,1,7,2018,1000,49,2
A022818,1,5,2010,1600,25,2
A022819,1,15,2021,1000,47,1
A022820,1,16,2023,2500,30,2
A022821,1,19,2016,2000,65,1
A022822,1,14,2005,1400,60,1
A022823,1,18,2005,1400,67,1
A022824,1,6,2012,2500,53,2
A022825,1,3,2007,2500,39,1
A022826,1,2,2014,1600,19,2
A022827,1,8,2010,2500,31,1
A022828,1,13,2016,2000,64,2
A022829,1,12,2011,1400,19,1
A022830,1,1,2006,1600,23,2
A022831,1,14,2008,2500,64,1
A022832,1,18,2015,1600,32,2
A022833,1,9,2010,1600,63,2
A022834,1,16,2023,2000,63,1
A022835,1,8,2011,2000,53,2
A022836,1,11,2012,1400,41,1
A022837,1,14,2013,1600,57,2
A022838,1,11,2010,1600,58,2
A022839,1,9,2022,1000,56,2
A022840,1,13,2018,1000,48,1
A022841,1,7,2005,1600,62,1
A022842,1,13,2008,1400,51,1
A022843,1,20,2005,2000,67,2
A022844,1,8,2020,1000,50,1
A022845,1,17,2020,2500,71,1
A022846,1,16,2006,2500,27,2
A022847,1,15,2012,1400,29,2
A022848,1,5,2006,1400,23,1
A022849,1,10,2017,1400,67,2
A022850,1,4,2004,1600,80,1
A022851,1,14,2015,1600,70,2
A022852,1,2,2011,1000,30,2
A022853,1,12,2009,1000,23,1
A022854,1,3,2014,1400,52,2
A022855,1,19,2022,2000,24,2
A022856,1,15,2010,1600,55,2
A022857,1,17,2019,2000,77,1
A022858,1,18,2019,1600,45,2
A022859,1,7,2021,2500,55,2
A022860,1,4,2023,1000,74,2
A022861,1,14,2015,2500,58,2
A022862,1,7,2017,2500,56,2
A022863,1,19,2019,2000,46,2
A022864,1,6,2005,2500,29,2
A022865,1,10,2005,1600,58,2
A022866,1,7,2023,2000,52,1
A022867,1,18,2017,1400,63,1
A022868,1,10,2023,2500,72,2
A022869,1,6,2023,1600,67,2
A022870,1,10,2015,2000,46,1
A022871,1,8,2022,1000,79,1
A022872,1,18,2022,1600,53,1
A022873,1,3,2020,1400,46,1
A022874,1,9,2005,1600,64,2
A022875,1,16,2004,2500,30,1
A022876,1,7,2020,1400,58,2
A022877,1,20,2023,2000,33,2
A022878,1,11,2011,1400,43,2
A022879,1,15,2021,2000,35,2
A022880,1,3,2023,1400,48,1
A022881,1,10,2005,2500,76,1
A022882,1,15,2017,2000,40,1
A022883,1,8,2013,2500,77,1
A022884,1,17,2004,1600,53,1
A022885,1,13,2015,1000,72,1
A022886,1,2,2009,1000,43,2
A022887,1,12,2018,2000,57,1
A022888,1,4,2019,1600,80,1
A022889,1,20,2020,1400,69,2
A022890,1,20,2008,2500,39,1
A022891,1,17,2020,1600,47,2
A022892,1,11,2011,1400,38,1
A022893,1,13,2020,1000,42,2
A022894,1,20,2015,1400,38,1
A022895,1,14,2016,2500,37,1
A022896,1,15,2019,1400,57,1
A022897,1,13,2017,2500,57,2
A022898,1,4,2011,2500,61,2
A022899,1,8,2014,2000,19,1
A022900,1,17,2021,2000,56,1
A022901,1,17,2013,2500,36,1
A022902,1,16,2006,1400,55,1
A022903,1,12,2016,1400,76,2
A022904,1,13,2006,1000,18,2
A022905,1,13,2010,2500,32,2
A022906,1,17,2010,2000,71,2
A022907,1,17,2007,1400,54,1
A022908,1,3,2014,1000,52,2
A022909,1,18,2006,1600,31,1
A022910,1,19,2008,1400,50,1
A022911,1,18,2018,1600,65,1
A022912,1,12,2008,1400,63,1
A022913,1,17,2019,2000,21,1
A022914,1,3,2004,1000,66,1
A022915,1,3,2011,2500,47,2
A022916,1,10,2016,2500,30,2
A022917,1,7,2006,2000,78,1
A022918,1,8,2021,1600,38,2
A022919,1,16,2019,2500,42,1
A022920,1,1,2004,1600,70,1
A022921,1,10,2020,1600,64,2
A022922,1,19,2014,1600,54,2
A022923,1,7,2017,2000,41,1
A022924,1,20,2010,1600,79,2
A022925,1,7,2019,2500,30,1
A022926,1,10,2020,2000,44,2
A022927,1,14,2007,1000,44,2
A022928,1,12,2006,1600,18,2
A022929,1,4,2022,2000,45,1
A022930,1,5,2009,2500,28,2
A022931,1,14,2006,1000,67,2
A022932,1,18,2011,2500,69,2
A022933,1,8,2016,1600,63,2
A022934,1,19,2004,1600,61,1
A022935,1,15,2013,1400,68,1
A022936,1,1,2011,1600,44,2
A022937,1,7,2021,1400,56,2
A022938,1,15,2023,1000,48,2
A022939,1,20,2007,2500,48,1
A022940,1,17,2014,2500,80,1
A022941,1,7,2015,2500,53,1
A022942,1,1,2014,1000,53,1
A022943,1,10,2021,1400,32,2
A022944,1,11,2023,2500,52,2
A022945,1,10,2004,2500,51,1
A022946,1,6,2009,2000,75,1
A022947,1,12,2008,2000,27,2
A022948,1,13,2014,2500,36,1
A022949,1,20,2007,2500,27,1
A022950,1,14,2020,1600,49,2
A022951,1,4,2013,1000,67,1
A022952,1,6,2021,1600,48,2
A022953,1,10,2016,1600,60,2
A022954,1,14,2010,2500,27,2
A022955,1,5,2010,1600,53,2
A022956,1,18,2012,2500,67,1
A022957,1,8,2009,1000,39,2
A022958,1,17,2023,2000,46,2
A022959,1,2,2005,1400,71,1
A022960,1,17,2013,2000,35,1
A022961,1,10,2017,1600,36,1
A022962,1,14,2019,2000,41,2
A022963,1,15,2019,2000,80,2
A022964,1,11,2006,2000,70,2
A022965,1,19,2013,2000,58,2
A022966,1,16,2010,2500,65,1
A022967,1,8,2021,2000,45,1
A022968,1,2,2015,1000,29,1
A022969,1,11,2005,2000,50,2
A022970,1,10,2020,1400,80,1
A022971,1,10,2013,1400,62,2
A022972,1,15,2011,1600,44,1
A022973,1,3,2007,1000,76,2
A022974,1,1,2011,2000,63,2
A022975,1,5,2019,1600,73,2
A022976,1,18,2018,2500,79,2
A022977,1,3,2010,1000,79,2
A022978,1,9,2019,1600,29,2
A022979,1,16,2011,2000,75,1
A022980,1,1,2005,2000,28,1
A022981,1,6,2017,1600,55,1
A022982,1,20,2019,2000,48,1
A022983,1,18,2022,2000,57,1
A022984,1,16,2022,2500,34,1
A022985,1,14,2019,1400,68,1
A022986,1,8,2004,1600,68,1
A022987,1,10,2022,1400,32,1
A022988,1,2,2016,2500,56,2
A022989,1,3,2018,2000,22,2
A022990,1,3,2020,1400,73,1
A022991,1,7,2006,1400,28,1
A022992,1,5,2014,2000,29,2
A022993,1,9,2016,2000,40,1
A022994,1,13,2020,1600,43,1
A022995,1,3,2020,2500,27,1
A022996,1,14,2006,1600,57,1
A022997,1,3,2017,2000,59,2
A022998,1,14,2008,2500,49,1
A022999,1,2,2011,1000,58,2
A023000,1,11,2019,1000,64,2
A023001,1,11,2007,1000,68,1
A023002,1,2,2010,2000,19,2
A023003,1,5,2010,2000,41,2
A023004,1,7,2020,2000,45,2
A023005,1,19,2021,2000,18,2
A023006,1,7,2023,2000,53,1
A023007,1,3,2023,2000,66,2
A023008,1,3,2017,1400,33,1
A023009,1,14,2014,1000,75,2
A023010,1,8,2019,2500,34,2
A023011,1,2,2013,1000,35,2
A023012,1,13,2019,1600,49,1
A023013,1,2,2016,2500,41,2
A023014,1,18,2011,1400,52,2
A023015,1,10,2004,1600,27,2
A023016,1,16,2016,1000,58,1
A023017,1,17,2019,1400,37,2
A023018,1,3,2020,1400,38,2
A023019,1,7,2008,2500,43,1
A023020,1,9,2022,2000,54,1
A023021,1,18,2004,1600,72,2
A023022,1,3,2004,2000,38,2
A023023,1,2,2017,2000,68,1
A023024,1,19,2021,1600,26,1
A023025,1,13,2015,2500,61,1
A023026,1,2,2005,1000,34,1
A023027,1,11,2007,2000,57,1
A023028,1,19,2011,1000,75,1
A023029,1,6,2011,1000,55,1
A023030,1,10,2007,1000,63,1
A023031,1,15,2004,2500,48,2
A023032,1,18,2011,2000,38,1
A023033,1,2,2010,2500,47,1
A023034,1,18,2018,2500,72,2
A023035,1,5,2017,2500,48,2
A023036,1,1,2023,2500,22,1
A023037,1,19,2019,2000,23,2
A023038,1,16,2018,2000,25,1
A023039,1,3,2021,2500,21,1
A023040,1,4,2019,2500,28,1
A023041,1,10,2009,1600,52,1
A023042,1,19,2011,1000,30,1
A023043,1,1,2004,2000,68,1
A023044,1,16,2006,1000,23,2
A023045,1,18,2015,1400,34,2
A023046,1,8,2014,1400,55,2
A023047,1,9,2009,1000,48,2
A023048,1,11,2016,2500,72,2
A023049,1,2,2004,1600,60,1
A023050,1,16,2008,2500,65,1
A023051,1,3,2023,1600,72,2
A023052,1,20,2004,1000,51,1
A023053,1,4,2017,2000,79,2
A023054,1,9,2014,1400,27,2
A023055,1,19,2019,1600,43,1
A023056,1,17,2020,1000,54,2
A023057,1,6,2014,1000,79,2
A023058,1,9,2012,1600,78,1
A023059,1,1,2008,1000,71,2
A023060,1,12,2017,2000,65,2
A023061,1,5,2023,1400,24,2
A023062,1,9,2013,1000,79,2
A023063,1,12,2010,2000,43,1
A023064,1,3,2005,1400,26,1
A023065,1,8,2004,1000,35,1
A023066,1,1,2019,2000,64,2
A023067,1,3,2023,2000,28,1
A023068,1,13,2015,1000,56,1
A023069,1,1,2015,1000,74,1
A023070,1,18,2022,2500,37,2
A023071,1,16,2011,1400,59,2
A023072,1,6,2016,1400,21,2
A023073,1,7,2006,1600,64,2
A023074,1,14,2021,1000,49,1
A023075,1,6,2016,1600,65,2
A023076,1,5,2010,1000,19,2
A023077,1,8,2006,1400,39,2
A023078,1,6,2011,1400,18,2
A023079,1,4,2019,1400,47,2
A023080,1,13,2010,1600,65,2
A023081,1,1,2007,1400,44,1
A023082,1,4,2023,1600,58,1
A023083,1,8,2006,2000,26,2
A023084,1,14,2007,1600,24,1
A023085,1,9,2022,2000,26,2
A023086,1,7,2017,1600,59,2
A023087,1,4,2023,2000,21,1
A023088,1,6,2016,1000,67,2
A023089,1,3,2020,1600,40,1
A023090,1,9,2014,1400,32,1
A023091,1,12,2022,1400,48,2
A023092,1,15,2019,2000,24,2
A023093,1,7,2019,2000,76,1
A023094,1,19,2019,2500,53,2
A023095,1,4,2022,1000,59,2
A023096,1,1,2018,1400,79,2
A023097,1,1,2005,1000,56,1
A023098,1,18,2022,2500,22,1
A023099,1,11,2007,1000,76,1
A023100,1,9,2020,1400,67,2
A023101,1,8,2008,1000,38,1
A023102,1,1,2022,1600,66,2
A023103,1,11,2016,2000,75,2
A023104,1,12,2018,1400,37,1
A023105,1,12,2007,1000,46,1
A023106,1,1,2020,2000,25,2
A023107,1,7,2014,2500,72,1
A023108,1,18,2021,1400,29,1
A023109,1,7,2015,2500,77,2
A023110,1,3,2019,1600,79,1
A023111,1,4,2008,2500,56,2
A023112,1,16,2019,1000,32,2
A023113,1,12,2017,1400,58,2
A023114,1,9,2010,1400,79,2
A023115,1,18,2016,1600,55,2
A023116,1,13,2012,1400,62,2
A023117,1,13,2017,2000,68,1
A023118,1,3,2006,2500,24,2
A023119,1,6,2013,2000,40,1
A023120,1,11,2019,1400,70,2
A023121,1,1,2007,1000,68,2
A023122,1,9,2007,1400,76,1
A023123,1,6,2008,2500,73,1
A023124,1,8,2011,1000,27,1
A023125,1,11,2006,1400,52,2
A023126,1,9,2005,1600,49,1
A023127,1,15,2005,2500,50,2
A023128,1,12,2008,2500,66,2
A023129,1,19,2007,2000,18,2
A023130,1,11,2012,2000,18,2
A023131,1,20,2015,1600,76,2
A023132,1,15,2012,2000,34,1
A023133,1,14,2004,2500,63,2
A023134,1,17,2020,2000,77,2
A023135,1,9,2011,2500,23,1
A023136,1,13,2007,2500,25,1
A023137,1,6,2022,2000,50,2
A023138,1,18,2023,1000,34,1
A023139,1,1,2010,2500,36,1
A023140,1,1,2011,2000,57,1
A023141,1,17,2013,2500,63,2
A023142,1,7,2005,2000,38,2
A023143,1,3,2015,1600,38,1
A023144,1,10,2013,2500,20,1
A023145,1,19,2009,1400,26,1
A023146,1,7,2022,2500,30,2
A023147,1,7,2005,1000,46,2
A023148,1,20,2020,1600,62,2
A023149,1,18,2009,1600,69,2
A023150,1,10,2012,1600,80,1
A023151,1,9,2022,1000,25,1
A023152,1,13,2008,2000,47,1
A023153,1,2,2017,1000,38,2
A023154,1,14,2005,2500,79,1
A023155,1,9,2020,2000,68,2
A023156,1,18,2009,1400,78,2
A023157,1,5,2015,1400,23,2
A023158,1,7,2004,1000,22,1
A023159,1,7,2010,1000,41,1
A023160,1,18,2009,1000,25,1
A023161,1,19,2007,1400,64,1
A023162,1,20,2014,1600,32,2
A023163,1,3,2018,1400,41,2
A023164,1,20,2021,2000,76,2
A023165,1,5,2022,1600,71,1
A023166,1,9,2006,1600,41,2
A023167,1,16,2005,2000,45,1
A023168,1,12,2013,2000,35,2
A023169,1,19,2004,2000,50,2
A023170,1,16,2013,2000,62,2
A023171,1,15,2020,1600,62,2
A023172,1,20,2006,2000,40,2
A023173,1,14,2019,2000,60,1
A023174,1,13,2004,1000,73,1
A023175,1,2,2006,1000,25,2
A023176,1,16,2013,2500,63,2
A023177,1,8,2019,1600,64,1
A023178,1,7,2014,1400,50,2
A023179,1,14,2008,2500,42,1
A023180,1,5,2004,2000,60,1
A023181,1,4,2007,1600,50,1
A023182,1,2,2008,1000,57,2
A023183,1,14,2013,1000,58,1
A023184,1,11,2005,2500,71,1
A023185,1,6,2019,1000,53,2
A023186,1,3,2017,2500,49,2
A023187,1,15,2015,1400,34,1
A023188,1,6,2018,2500,40,2
A023189,1,8,2006,2000,19,1
A023190,1,11,2016,1600,73,2
A023191,1,13,2009,1000,60,1
A023192,1,7,2007,2500,60,1
A023193,1,5,2012,1400,54,1
A023194,1,10,2004,1600,61,1
A023195,1,4,2013,2000,27,1
A023196,1,18,2006,2000,67,1
A023197,1,12,2019,2000,58,1
A023198,1,5,2020,2000,28,1
A023199,1,10,2020,1400,44,2
A023200,1,13,2008,2000,25,1
A023201,1,15,2023,1600,70,1
A023202,1,13,2013,1400,74,1
A023203,1,12,2018,1600,20,2
A023204,1,6,2018,2000,29,1
A023205,1,5,2018,2000,62,1
A023206,1,6,2009,2000,55,1
A023207,1,12,2009,1400,19,2
A023208,1,2,2013,2000,67,1
A023209,1,5,2014,1400,23,2
A023210,1,6,2011,2500,19,1
A023211,1,5,2018,1400,59,2
A023212,1,18,2023,1600,34,2
A023213,1,17,2021,1000,22,1
A023214,1,18,2017,1600,58,2
A023215,1,11,2008,1600,28,2
A023216,1,14,2016,1000,53,1
A023217,1,9,2008,1000,18,2
A023218,1,14,2013,1400,65,2
A023219,1,1,2018,2500,43,1
A023220,1,8,2006,2000,78,2
A023221,1,15,2022,1000,65,2
A023222,1,17,2006,1400,77,2
A023223,1,10,2018,1400,38,2
A023224,1,11,2016,1600,60,1
A023225,1,20,2022,1600,48,1
A023226,1,8,2022,1000,79,2
A023227,1,6,2004,1400,22,2
A023228,1,14,2021,1400,68,1
A023229,1,7,2021,1400,46,2
A023230,1,10,2015,2500,56,2
A023231,1,20,2020,1600,24,2
A023232,1,7,2006,1600,61,2
A023233,1,1,2021,1400,44,1
A023234,1,18,2016,1400,78,2
A023235,1,16,2016,2000,70,1
A023236,1,8,2018,1400,33,2
A023237,1,7,2023,2500,63,1
A023238,1,19,2009,1400,30,2
A023239,1,1,2010,2000,20,2
A023240,1,12,2023,2500,45,2
A023241,1,16,2007,1600,40,2
A023242,1,20,2023,1000,23,1
A023243,1,13,2013,1600,53,1
A023244,1,13,2013,2000,73,2
A023245,1,20,2023,1400,54,1
A023246,1,3,2012,1000,21,2
A023247,1,5,2009,1400,65,1
A023248,1,8,2005,2500,56,1
A023249,1,2,2007,1400,22,1
A023250,1,18,2009,2000,49,2
A023251,1,6,2022,2000,61,1
A023252,1,2,2021,2000,52,2
A023253,1,10,2006,1000,52,1
A023254,1,18,2019,2500,40,2
A023255,1,12,2016,2500,32,2
A023256,1,2,2016,2500,55,2
A023257,1,3,2009,1600,79,1
A023258,1,6,2007,2000,29,1
A023259,1,13,2012,1600,47,1
A023260,1,6,2022,1400,76,2
A023261,1,19,2018,1600,22,1
A023262,1,15,2016,1600,26,1
A023263,1,7,2016,2500,65,1
A023264,1,14,2013,2000,75,2
A023265,1,10,2023,1400,60,1
A023266,1,14,2008,2500,32,2
A023267,1,5,2012,2500,50,1
A023268,1,7,2016,1600,19,1
A023269,1,16,2007,1600,35,2
A023270,1,7,2007,1000,64,1
A023271,1,8,2007,1600,34,2
A023272,1,4,2007,2000,75,2
A023273,1,1,2022,1400,27,2
A023274,1,10,2020,2000,70,1
A023275,1,9,2013,2500,35,1
A023276,1,1,2009,1000,55,1
A023277,1,10,2009,1000,46,2
A023278,1,11,2022,1600,73,2
A023279,1,12,2019,1000,65,1
A023280,1,17,2015,2000,77,2
A023281,1,19,2011,2000,59,1
A023282,1,15,2019,1600,25,2
A023283,1,16,2012,2500,35,1
A023284,1,19,2005,2500,55,1
A023285,1,8,2015,2500,53,1
A023286,1,10,2006,1000,33,1
A023287,1,14,2016,2500,52,1
A023288,1,2,2010,2000,25,2
A023289,1,16,2011,1600,18,2
A023290,1,5,2020,2500,43,2
A023291,1,4,2010,1600,52,1
A023292,1,7,2012,1000,75,2
A023293,1,14,2014,2000,71,1
A023294,1,18,2012,2000,63,1
A023295,1,7,2022,1400,78,2
A023296,1,4,2022,2000,42,1
A023297,1,12,2007,1000,47,2
A023298,1,15,2009,1600,40,2
A023299,1,1,2015,1600,34,1
A023300,1,16,2006,1000,48,1
A023301,1,20,2012,1600,78,1
A023302,1,9,2004,1000,57,2
A023303,1,13,2019,1400,28,2
A023304,1,6,2022,1000,41,1
A023305,1,2,2008,1400,25,2
A023306,1,1,2013,1600,80,2
A023307,1,14,2023,1400,79,2
A023308,1,15,2017,1400,22,2
A023309,1,11,2022,1000,61,2
A023310,1,17,2020,1400,68,2
A023311,1,11,2004,1400,41,2
A023312,1,13,2023,2500,40,2
A023313,1,11,2011,1000,54,1
A023314,1,19,2009,1000,50,1
A023315,1,17,2014,2000,66,2
A023316,1,1,2020,2000,41,2
A023317,1,16,2013,1600,46,1
A023318,1,14,2019,1400,22,1
A023319,1,17,2019,2500,21,1
A023320,1,12,2022,2000,75,1
A023321,1,16,2005,1400,66,2
A023322,1,11,2016,1400,34,1
A023323,1,18,2006,1000,80,2
A023324,1,14,2009,2500,32,2
A023325,1,10,2021,2000,65,1
A023326,1,13,2014,1000,39,2
A023327,1,10,2017,1600,65,1
A023328,1,19,2022,2500,31,1
A023329,1,5,2012,1400,34,1
A023330,1,11,2019,2500,39,1
A023331,1,9,2020,2000,32,1
A023332,1,7,2015,2000,70,1
A023333,1,6,2019,1000,72,1
A023334,1,1,2014,1400,26,2
A023335,1,12,2020,2000,24,1
A023336,1,14,2011,1400,46,1
A023337,1,9,2015,2000,68,1
A023338,1,7,2016,2500,40,1
A023339,1,19,2020,2000,77,2
A023340,1,20,2016,1600,72,2
A023341,1,15,2020,2500,63,2
A023342,1,5,2009,2000,28,2
A023343,1,13,2018,2500,58,2
A023344,1,7,2017,2000,64,1
A023345,1,11,2011,2500,61,2
A023346,1,10,2017,1400,65,1
A023347,1,9,2016,1000,64,2
A023348,1,6,2011,1000,66,2
A023349,1,7,2007,2000,56,2
A023350,1,2,2017,1000,25,1
A023351,1,19,2018,2000,41,1
A023352,1,8,2013,2500,52,2
A023353,1,5,2004,1600,56,2
A023354,1,8,2019,1600,58,1
A023355,1,13,2020,1600,53,1
A023356,1,3,2005,1600,18,1
A023357,1,12,2007,1000,60,2
A023358,1,11,2016,1400,28,2
A023359,1,14,2010,1000,43,1
A023360,1,12,2012,1400,64,2
A023361,1,13,2006,1400,48,1
A023362,1,7,2023,1600,49,2
A023363,1,1,2009,1400,22,1
A023364,1,5,2005,2000,70,2
A023365,1,13,2023,1400,73,2
A023366,1,17,2008,2000,45,1
A023367,1,11,2009,1600,72,1
A023368,1,11,2004,2000,30,1
A023369,1,2,2014,1600,27,1
A023370,1,7,2019,1600,43,1
A023371,1,9,2020,1400,65,2
A023372,1,12,2016,1600,70,1
A023373,1,17,2023,1600,43,1
A023374,1,11,2017,1400,74,1
A023375,1,7,2015,1400,59,2
A023376,1,8,2007,2500,28,2
A023377,1,9,2009,1400,19,1
A023378,1,8,2019,1400,26,1
A023379,1,13,2008,2000,28,2
A023380,1,15,2013,2000,34,1
A023381,1,4,2005,2000,45,2
A023382,1,7,2007,2000,35,2
A023383,1,17,2015,2000,45,1
A023384,1,7,2005,1000,55,2
A023385,1,14,2020,1400,58,2
A023386,1,14,2010,2000,68,2
A023387,1,4,2018,2500,78,2
A023388,1,3,2013,1000,25,1
A023389,1,5,2011,2500,79,1
A023390,1,19,2006,2000,70,1
A023391,1,4,2010,2000,29,2
A023392,1,6,2010,1400,57,2
A023393,1,19,2009,2000,73,2
A023394,1,9,2020,1400,60,1
A023395,1,7,2014,1600,77,2
A023396,1,19,2018,1000,37,1
A023397,1,1,2018,2000,63,1
A023398,1,17,2004,1600,30,1
A023399,1,13,2016,2500,80,1
A023400,1,15,2012,2000,20,1
A023401,1,5,2012,1600,23,1
A023402,1,4,2017,2500,69,2
A023403,1,10,2004,1600,37,1
A023404,1,1,2022,1000,25,2
A023405,1,16,2017,1600,32,1
A023406,1,2,2005,2000,47,1
A023407,1,15,2023,2500,44,1
A023408,1,13,2005,1400,18,1
A023409,1,8,2012,2000,27,2
A023410,1,9,2018,1600,76,2
A023411,1,13,2022,1000,76,2
A023412,1,7,2005,1400,22,2
A023413,1,9,2016,1000,72,1
A023414,1,18,2022,2500,70,2
A023415,1,7,2004,2000,29,1
A023416,1,17,2014,1000,35,1
A023417,1,6,2017,2500,79,2
A023418,1,12,2017,1000,18,2
A023419,1,9,2014,1400,70,2
A023420,1,3,2010,2500,46,2
A023421,1,11,2008,2500,62,1
A023422,1,6,2021,1400,65,1
A023423,1,4,2015,1400,52,2
A023424,1,10,2011,1400,22,2
A023425,1,14,2011,2000,68,2
A023426,1,3,2006,2500,44,2
A023427,1,5,2015,1600,21,1
A023428,1,10,2016,1000,77,2
A023429,1,1,2011,2500,46,1
A023430,1,20,2020,1000,31,1
A023431,1,18,2021,1400,47,2
A023432,1,13,2021,1400,75,1
A023433,1,7,2004,1000,32,1
A023434,1,6,2004,1000,76,1
A023435,1,14,2007,2000,42,1
A023436,1,15,2006,1600,22,2
A023437,1,7,2015,1600,40,1
A023438,1,1,2018,1400,20,1
A023439,1,15,2013,1600,41,2
A023440,1,12,2019,1400,45,1
A023441,1,9,2022,2500,40,2
A023442,1,9,2012,2500,38,2
A023443,1,16,2009,2500,54,2
A023444,1,17,2016,2500,71,1
A023445,1,1,2010,2000,78,1
A023446,1,8,2004,1400,75,2
A023447,1,17,2014,1600,38,2
A023448,1,19,2014,1600,30,1
A023449,1,1,2009,2500,64,1
A023450,1,15,2016,1000,23,1
A023451,1,18,2017,2500,54,1
A023452,1,18,2006,1000,63,2
A023453,1,5,2020,2500,41,1
A023454,1,10,2008,1600,47,2
A023455,1,20,2013,2000,44,1
A023456,1,10,2004,2000,35,1
A023457,1,15,2008,1400,46,1
A023458,1,2,2015,1400,61,1
A023459,1,10,2013,1400,45,1
A023460,1,10,2016,1600,28,2
A023461,1,2,2019,1000,43,2
A023462,1,5,2012,1400,40,2
A023463,1,17,2023,1400,63,1
A023464,1,19,2010,1600,72,1
A023465,1,3,2010,1400,68,2
A023466,1,19,2007,1400,48,2
A023467,1,15,2018,1000,32,2
A023468,1,20,2019,1600,50,2
A023469,1,9,2013,2500,27,1
A023470,1,12,2021,2000,46,2
A023471,1,16,2011,1000,59,2
A023472,1,4,2020,2500,59,1
A023473,1,5,2019,1600,47,2
A023474,1,1,2012,1000,69,2
